tag,text
N,內建的鈴聲不好聽，沒有紅外線功能，內建遊戲在鍵盤上不好操作，外殼比較粗糙，在日光下彩屏比較難看。
N,一開啟書的味道很大，不捨得拿給小孩子看呢
N,珍愛生命遠離蒙牛
P,蒙牛出了香蕉味的牛奶味道不錯(&gt;^ω^&lt;)喵
N,真噁心，蒙牛還行不行啦
P,"音樂,螢幕清晰```外觀好看``"
P,喜歡AMD的晶片，價效比不錯。這款散熱不錯喜歡AMD的晶片，價效比不錯
N,1 房間很小，地毯很髒，白毛巾顯黑色2 中央空調有異響，後半夜只好關掉3 洗澡水忽冷忽熱
N,環境不太好，大堂燈光也不行，沒開幾個燈，一進門感覺挺暗的。
P,全自動化工廠確實大氣！ #走進蒙牛工廠#
N,我覺得一般，跟我之前買的《女人就是要有錢》差不多 &#183;沒什麼實際的內容 &#183;
P,回覆 尊重蒙牛的態度。希望蒙牛真正做好產品，對得起老百姓的信任。蒙牛好處
N,喝了蒙牛的酸奶，胃難受吐了-_-||鄙視蒙牛！抵制！ @唐恆0805
N,抵制吃貨！ 後來果然上了蒙牛酸奶。後座女士掏心掏肺地喝。
P,感覺蒙牛的人都很NB。
N,"全是一些虛的東西,看過和沒看一樣好多東西她不說人家也知道,說了也白說,一點實用性也沒有"
N,"看了一半就再也看不下去了,內容文筆都無法贊同.被銷量排行給忽悠了呀."
N,絕不喝蒙牛伊利
N,"手機反應太慢,沒有耳機,待機時間短."
N,非常垃圾的書，本中的單詞很多很不常用，並且記憶方法比說明評論中的相差很遠。且沒有音標讀音等。
P,酒店門口時條單行道，外出有些不方便！其他還行
P,價格便宜，質量很好，螢幕很好，夠我用了。買東西還是別追求高配置，這個本子用起來很不錯
N,散熱尚需改進，還是很熱，Intel不肯開發低能耗晶片組，就用945來忽悠。
N,錯別字太多，懷疑是不是盜版，鬱悶！
P,又聰明又美麗的蒙牛童鞋，祝你生日快樂！@Spring_小優樂樂美
N,豐田牛逼，抵制蒙牛 日貨當自強！ 哎
P,這個價位的機子有這樣的效果應該說價效比還是不錯的了！
N,對女孩子來說重了點，裝系統麻煩，無驅動盤，下載煩，要一個個試。。。
N,我們不需要蒙牛
P,感覺比1000H那款好多了，3099買的，有點後悔，應該買帶系統的哦
P,漂亮 很適合女孩子用 系統不難裝 只要用XP SP3就可以裝上了 sp2沒有sata硬碟的驅動
N,蒙牛伊利都沒法吃了，不能讓領導飢渴著 這個很能說明問題。
N,內容象漫無邊際的演講稿，口水話的東西太多，買了好後悔
N,書的質量一般，有很嗆鼻的味道。內容也很一般。
N,我的書缺少了十頁，嚴重影響閱讀！噹噹這麼大的書店，怎麼會出現這樣的問題呢。我都懷疑我的書是盜版的。
N,裝機要改BIOS 散熱不怎麼樣 3dmark06執行未響應，可能是amd的cpu要裝補丁
N,我感覺這本書價效比很不高！不是很喜歡，孩子也不是很喜歡，總是那一句不可以，什麼內容都沒有
N,光碟機就像發動機，聲音很大，系統很難裝，xp根本找不到驅動，發熱量很大，
P,熱水器很好！就是快遞沒有送貨上門，只送到樓下
P,感覺功能與價格的配搭還是比較合理的，算是價效比較高的機子
N,鍵盤比想象中的要爛，光碟機有時候聲音會比較大，攝像頭是個雞肋功能，不錯有比沒有好...
N,愛尼瑪換不換，反正我是不買蒙牛的任何產品 這不是換湯不換藥麼？
P,美的熱水器挺好用的，感覺不錯
N,買回來了，本想自己先看看再給孩子講的，可是刺鼻的氣味已經薰得頭疼了，所以就一直放著沒敢給孩子看呢！
N,抵制蒙牛
P,我喜歡!Linux系統穩定！我相信它會是部好機子！
P,外觀活力大方~~~而且具有時下流行手機的基本功能~~支援MP3~~~藍芽~~~視訊播放~~!
P,蒙牛的奶味最厚道了
N,五星級的酒店，三星級的房間，兩星級的服務，零星級的環境。以後再也不會來這家酒店了。
N,講的都是真理、道理，詞藻華麗太做作。
P,忙下忘了評價，商品質量不錯，用了幾天，效果很好，加熱很快，應屬正品，經濟實惠，值！！
N,1.不支援鈴聲的編輯和下載； 2.鍵盤不能自動上鎖； 3.不支援關機鬧鐘； 4.螢幕較小；
N,"字太小,躺著看時太累.關於吃的篇幅很多.我也一個人住,才不願意花那麼多時間自己在家折騰吃的."
P,前前後後住了好多次，位置方便，周邊有很多吃飯的地方。就是房間有點小。
N,抵制日貨，抵制蒙牛、伊利
P,蒙牛也挺好，，，味道不錯，
N,為什麼我們每天訂房間，就不送水果、咖啡！協程網上有果盤送的！簡直不講道理！
N,強烈要求蒙牛伊利三鹿執蒞哎！ 。是這個理。 來自:http:t.cn/zYTaJ4D
N,有時候愛宕機，外屏有問題，很煩
N,哎，大家莫要買了喝喔。蒙牛應該也有問題，我喝還是不喝啊？
N,訂單號1411592970都7天了，怎麼還沒送到？~！！！
P,外觀看著比圖片漂亮，配置不錯，價效比較高，沒有拆封 檢查了下是全新的機器，無作業系統
N,樣式陳舊，較重，鍵盤手感一般，螢幕色彩發白，散熱是個問題。
N,"怎麼十來天了書還不到呀,快！快！快！快！"
N,一般般，真的很不喜歡張愛玲的風格
N,書中的內容隨處可見……讓人不得不承認的是，它的包裝，紙張很好。給人很乾淨的感覺～～
N,沒有配置藍芽功能。預裝vista，不習慣用，自己安裝系統有點麻煩。
N,看的時候興趣不大 看完也沒有期待中的收穫~Just so so
P,今天剛收到未用 應該不錯 先不枉下評價等用一段時間再給發表使用情況、心得體驗給大家提供參考
N,寫的確實不好。沒有文采。和外企也沒有多大關係。真不知這本書怎麼這麼多評論。忽悠人呀。呵呵。
N,螢幕有灰點一個，想換貨，京東說不可以。螢幕的鍵盤比託手低，驅動安裝有點麻煩！～
N,"原以為有挺精彩的故事,可是寫得感覺挺彆扭"
P,絕對超高的價效比，完美屏，日常辦公絕對夠用，外觀不錯，帶出去絕對被人誤解高檔機
P,此款手機表現還算滿意，手寫屏，有手寫輸入，拼音輸入，顏色不錯，手寫速度也可以接受。
P,大品牌，值得信賴，功能很全很強大，手感重量等都適中，用了幾天了，感覺很好
N,扯淡，智商不健全才是硬傷！蒙牛都那樣了，還不是一樣有人買！
N,1.指紋收集器。2.觸控板反應速度略低於單點觸控的機型。3.鍵盤手感需要時間適應。
P,很喜歡，第二個了，店家客服真是棒！
N,送貨上門後發現電腦顯示器的兩邊有縫隙；成型塑料表面凹凸不平。做工很差，，，，，
N,"對書中內容的科學性有些懷疑,而且書中寫的一些穴位等也不是很容易找準,所以個人認為實用性差."
N,入住時說是四星級酒店，一進駐，，，，失望。。。。
N,條件一般，就是地理位置不錯，離市中心比較近，出行還比較方便。
N,完全是套話 空話 沒有一點點實質上的內容……建議不要買……
P,好，人好東西也好，
P,便宜。能拍照。支援MP3。
P,老闆每次出差到北京都要訂這家酒店的，對它很滿意哦
P,細節考慮很周到，做工很好。巧克力鍵盤，我是不太適應，估計女孩子喜歡吧，反正給lp用的，她說還行。
N,拒絕蒙牛牛奶
N,早就不喝了 珍愛生命，遠離蒙牛！
N,保不齊是做出來的呢。。不明真相的群眾，不發表意見。。 珍愛生命 遠離蒙牛
P,經自己檢測完美屏 三星的記憶體 希捷的硬碟。外觀比較漂亮 家用足夠了。
P,做工不錯，效能比想象中的要好，剛剛用，正在研究三星自帶軟體的功能。
P,居然沒有蒙牛啊，蒙牛要加油，爭取13年榜上有名...
P,"國產的5星級酒店,地理位置相當不錯,只是價格和房價不符,1000多的豪華間房?"
N,可能才2歲，還不喜歡看。一點都不喜歡
P,感覺還不錯，液晶電視，配有電腦。位置很好
P,這款手提不錯，就是系統不能分割槽，手提到手使用了還原鍵，現在黑屏了，怎麼辦啊？
P,這本書，介紹生活中簡單的場景，生動有趣，讀來琅琅上口，孩子較有興趣。
N,太差了！！！不知道怎麼評的四星！！！肯定賄賂了評酒店星級的人。
P,鍵盤比較大，比同廠的S2鍵盤大，舒適性好。轉軸下沉式設計也比原來的S2好，開啟看見簡潔嬌小許多，
P,"外觀做得不錯,有點像三星的感覺!"
P,蒙牛很誠實的。。。
P,除了硬碟小點，趕得上山寨本本啦，螢幕邊框太大，有點視覺誤區，不過裝系統很順利，價格實惠一個字！！！
N,蒙牛又要中槍了。
N,質量太差，我用了也就三個月螢幕就不顯了，氣死我了，被售貨員害死了
P,"國慶節期間入住, 這兒價格算比較實惠的, 只是房間稍微有些陳舊, 不能算四星, 三星差不多"
P,商品安裝費用花了160元 加熱使用不錯，服務態度是確實不錯 電器中服務最好的
N,卡梅拉是之勇敢的小雞簡單而執著我喜歡哦~同事的小寶寶也很喜歡~還有我將給我男朋友聽的也很投入~
P,好
P,蒙牛最好喝的，沒有之一！像溶掉的香草冰淇淋
N,腦殘喝蒙牛
N,1.如此大的記憶體竟然不支援JAR2.不支援攝像功能
P,名副其實的PDA
N,房間不乾淨，設施陳舊。以後不會再住，還是格林豪泰或如家比較好。
P,其它都不錯
N,國家吞併蒙牛後更差了。 蒙牛經理篡改產品日期被刑拘 (來自 http:t.cn/zWRsenA
P,不錯的飯店，飯菜做得也不錯，來濰坊這裡值得住住
N,"超無聊,棒子國的人寫的無聊的書,看來跟風買暢銷書十分不明智."
P,還可以，下次還會來。
N,我女兒很喜歡.畫面漂亮、有趣，內容也很精彩。連我都很喜歡。值得一讀。
P,小巧輕便，價格實惠，送的包挺漂亮，記憶體跟原狀記憶體是同一顆粒，加上後速度很快
N,"廢話多,感覺不是很好.不是很系統很專業,可操作性也不強."
N,買回來才發現，原來好多年前購買的張愛玲的書裡已經收錄下了這些短篇，所以有上當的感覺。
P,不錯哦
P,感覺還算可以的，不過沒有香格里拉那麼好，價格和協議的也沒什麼區別．所以還是去香格里拉較划算點．
N,"以後買韓國佬的東西先三思再四思,思過以後不要買."
N,總的來說有點亂七八糟的感覺。重複又重複。
N,珍惜生命，遠離蒙牛！ 蒙牛準備啥時道歉？
P,配置不錯，外觀也行，就是喇叭的音效很一般，用慣HP的再用這個差距很大。
N,訂單裡明明有這本書為什麼其它書都已收到為什麼就沒有這一本了？？？為什麼了？？？
N,"非常無聊的一本書,滿篇都是作者對自己的吹捧,言語無趣,不值一看."
P,"堅持一直看,開始學會察覺,現在的生活和感情非常好"
N,"不喜歡,這樣的 寫的方式,看大家都買,所以買了,暈啊!"
P,原來這次男籃是蒙牛贊助的。
P,清晰度高，具有來電視訊功能
N,"說實在的,看了之後沒什麼感覺只是覺得作者好有耐心,小事都記下來"
P,港式的語言。確實有些難懂。不過基本還是看得懂。不過我更喜歡林夕的《曾經》。文學性更強
N,裡面寫的內容一點也不實用，對如何引導孩子朗讀一點幫助也沒有。
N,外放音量不是很大，高音有點小尖低音不足，如果環境不是太吵鬧可以應付正常使用
N,散熱，頭疼。 系統超級難折騰，想到這裡就想著村裡還保證系統能裝好。。。 音效卡驅動折騰了半天。
N,現在的孩子要自殺的方法越來越坑爹了，過量飲用蒙牛
P,交通方便，房間比較幹靜寬敞，總體來講還說得過去。
P,價效比高，散熱是相當地出色，讀盤時有較小噪聲，只是相對靜音時，可以接受
P,效能穩定、配置比較實用， 沿承了thinkpad的品質 噪音控制很好
N,"鍵盤看不清,攝像時間不夠100秒鐘,只有15秒鐘."
P,送貨超級快，週五下班前下的訂單，週六上午就送到家了，贊一個哈~~體積比較小
P,價效比高，機器做工大方，合金手託板，驅動程式好找，就是系統難裝，
N,也不叫蒙牛、伊利
